publication,author,date,unit_deny_reason,reason,"note_on_sourcing:_i_got_this_information_through_a_request_to_the_tdcj_public_information_office,_received_10/14/2022.",year,month,day,state_arc
WITCHCRAFT & PRACTICAL MAGIC,"GREENWOOD, SUSAN",2010-10-27,AGE 211,PAGE: 211 SEI,,2010,10,27,tx
WITCHCRAFT A SECRET HISTORY,"STREETER, MICHAEL",2021-04-26,PAGE 56 & 217 SEXUALLY EXPLICIT IMAGES,PAGES 56 & 217 SEXUALLY EXPLICIT IMAGES,,2021,4,26,tx
WITCHCRAFT AT SALEM,"HANSEN, CHADWICK",2022-06-13,PG 7 OF PICTURE INSERT CONTAINS SEXUALLY EXPLICIT IMAGE,,,2022,6,13,tx
WITCHCRAFT FROM THE INSIDE,"BUCKLAND, RAYMOND",2006-09-27,REASON F,PG 119 SEXUALLY EXPLICIT IMAGES,,2006,9,27,tx
WITCHCRAFT MAGIC & ALCHEMY,"GIVRY, GRILLOT DE",2013-12-30,"PAGES 56, 57, 189 & 246 CONTAIN SEXUALLY EXPLICIT IMAGES","PAGES 56, 57,189 & 246 CONTAIN SEXUALLY EXPLICIT IMAGES",,2013,12,30,tx
"WITCHCRAFT MEDICINE: HEALING ARTS, SHAMANIC","MULLER-EBELING, CLAUDIA",2012-11-08,"PAGES 40, 94, 184, 187 & 193 CONTAINS SEXUALLY EXPLICIT IMAGES","PGS 40, 94, 184, 187 & 193 SEXUALLY EXPLICIT IMAGES",,2012,11,8,tx
WITCHCRAZE A NEW HISTORY OF THE EUROPEAN WITCH,"BARSTOW, ANNE",2013-05-22,EXUALLY EXPLICIT PICTURE ON BACK COVER,BACK COVER SEXUALLY EXPLICIT IMAGES,,2013,5,22,tx
"WITCHER OMNIBUS V1, THE","TOBIN, PAUL",2021-09-23,"PAGES 220, 226 SEXUALLY EXPLICIT IMAGES",PAGES 220 & 226 CONTAIN SEXUALLY EXPLICIT IMAGES,,2021,9,23,tx
"WITCHER, THE","TOBIN, PAUL",2016-08-26,"PAGES 14,75,77,88&89 CONTAIN SEXUALLY EXPLICIT IMAGES","PGS 1414, 75, 77, 88 & 89 SEXUALLY EXPLICIT IMAGES",,2016,8,26,tx
WITCHER: FADING MEMORIES,"SZTYBOR, BARTOSZ",2022-08-23,PAGES 8 & 85 SEXUALLY EXPLICIT IMAGES,,,2022,8,23,tx
WITCHES,"JORDAN, MICHAEL",2010-09-29,PG 97 CONTAINS SEXUALLY EXPLICIT IMAGES,PAGE: 97 SEI,,2010,9,29,tx
WITCHES AND WICKED BODIES,"PETHERBRIDGE, DEANNA",2015-03-18,"AGES 22,23,26,28,AND 31 SEXUALLY EXPLICIT IMAGES","PGS 22, 23, 26, 28 & 31 SEXUALLY EXPLICIT IMAGES",,2015,3,18,tx
"WITCHES OF ADAMAS #1, THE","IMAI, YU",2022-03-28,"AGES 3, 4 & 5 SEXAULLY EXPLICIT IMAGES","PAGES 3,4 & 5 CONTAIN SEXUALLY EXPLICIT IMAGES",,2022,3,28,tx
"WITCHES OF ADAMAS 2, THE","IMAI, YU",2022-06-20,"PGS 1, 2 & 14 SEXUALLY EXPLICIT IMAGES",,,2022,6,20,tx
"WITCHES TAROT, THE","REED, ELLEN",2018-08-01,"PAGES 34, 94, & 110 SEXUALLY EXPLICIT IMAGES","PGS 34, 94 & 110 SEI",,2018,8,1,tx
WITCHES THE HISTORY OF A PERSECUTION,"CAMTHORNE, NIGEL",2022-01-05,"PAGES 9, 10, 12 SEXUALLY EXPLICIT IMAGES",,,2022,1,5,tx
"WITCHES TRUE ENCOUNTERS WITH WICCA,WIZARDS,COVENS","HOLZER, HANS",2009-04-16,PGS 254 AND 255 CONTAIN SEXUALLY EXPLICIT IMAGES ES,PGS 254 & 255 SEXUALLY EXPLICIT IMAGES,,2009,4,16,tx
"WITCHES' ALMANAC SPRING 2015-2016, THE","PEPPER, ELIZABETH",2016-01-04,PGS 73 AND 184 CONTAIN SEXUALLY EXPLICIT IMAGES,PGS 73 & 184 SEXUALLY EXPLICIT IMAGES,,2016,1,4,tx
"WITCHES' ALMANAC SPRING 2016-2017 ISSUE 35, THE",NONE,2020-05-07,"PAGES 50, 103 & 172 SEXUALLY EXPLICIT IMAGES","AGES 50, 103 & 172 SEXUALLY EXPLICIT IMAGES",,2020,5,7,tx
"WITCHES' ALMANAC SPRING 2017-2018 V36, THE","PEPPER, ELIZABETH",2016-10-11,"PAGES 25, 57, 62, 63, 80, 105 & 143 SEXUALLY EXPLICIT IMAGES","PGS 25, 57, 62, 63, 80, 105 & 143 SEXUALLY EXPLICIT IMAGES",,2016,10,11,tx
"WITCHES' ALMANAC SPRING 2020-2021 V39, THE",NONE,2020-09-21,PAGES 24 & 26 NUDE CHILD,PAGE 24 NUDE CHILD,,2020,9,21,tx
"WITCHING HOUR, THE","RICE, ANNE",2012-03-09,REASON D PAGE 347 CONTAINS INCEST FATHER AND DAUGHTER,PG 347 INCEST (FTR/DTR),,2012,3,9,tx
"WITCHING HOUR, THE (P)","RICE, ANNE",2010-06-22,PAGE: 369 CONTAINS INCEST FTR/DTR,PG 369 INCEST (FTR/DTR),,2010,6,22,tx
WITH A THOUSAND KISSES,NONE,2019-12-06,"AGES 12, 25, & 33 SEXUALLY EXPLICIT IMAGES","PAGES 12,25 & 33 CONTAIN SEXUALLY EXPLICIT IMAGES",,2019,12,6,tx
"WITH LOVE, FROM MOCHIZUKI","MIYAHARA, AYUMU",2017-07-11,"AGES 13,14,15,16 & 17 CONTAIN SEI","PGS 13, 14, 15, 16 & 17 SEXUALLY EXPLICIT IMAGES",,2017,7,11,tx
WITH THE FIFTH ARMY AIR FORCE PHOTOS FROM THE PACI,"GALLAGHER, JAMES",2013-04-12,AGES 125 & 135 SEI,PAGES 125 & 135 SEXUALLY EXPLICIT IMAGES,,2013,4,12,tx
WITH THE HAND,"VAN DRIEL, MELS",2020-02-27,"PAGES 38, 46, 63, 222, 225 SEXUALLY EXPLICIT IMAGES",PAGES: 63 & 228 SEXUALLY EXPLICIT IMAGES,,2020,2,27,tx
WITHIN THE SHADOWS OF LIFE,"TABLER, RICHARD",2021-12-08,"PAGES 138, 139, 140 SECURITY CONCERNS","PAGES 20, 24 & 28 CONTAIN SECURITY CONCERNS",,2021,12,8,tx
WITHOUT REMORSE,"PELTO, VONDA L. PHD",2008-12-02,PAGES: 9 & 10 RAPE,PGS 9 & 10 RAPE,,2008,12,2,tx
WITHOUT SANCTUARY,NONE,2021-09-29,PAGES 80 & 98 SEXUALLY EXPLICIT IMAGES,PAGES 80 & 98 CONTAIN SEXUALLY EXPLICIT IMAGES,,2021,9,29,tx
"WITNESS WORE RED, THE","MUSSER, REBECCA",2013-11-21,PAGE 12 CONTAINS RAPE OF A MINOR; ( AGE ON PAGE 9),PAGE 12 INDENCY WITH A CHILD,,2013,11,21,tx
"WITNESS, THE","KRYSKE, NAOMI",2015-08-13,PAGE 42 CONTAINS RAPE.,PG 42 RAPE,,2015,8,13,tx
"WOLF TRAP, THE","WISE, DENNIS",2021-09-29,PAGE 36 RAPE,PAGE 36 CONTAINS GRAPHIC DEPICITON OF RAPE,,2021,9,29,tx
WOLF WHISTLE,"NORDAN, LEWIS",2020-09-01,AGES 118 & 183 RACIAL,PAGES 118 & 233 CONTAINS RACIAL MATERIAL,,2020,9,1,tx
WOLVES OF THE CRESCENT MOON,"AL-MOHAIMEED, YOUSEF",2008-12-18,PAGE 107 INDECENCY WITH A CHILD. AGE PAGE 105,PG 107 IND W/CHILD (AGE PG 105),,2008,12,18,tx
"WOLVES, THE","BERENSON, ALEX",2016-03-18,PG. 26 RAPE,PG 26 RAPE,,2016,3,18,tx
"WOLVES, THE","BERENSON, ALEX",2017-03-09,AGE 29 CONTAINS RAPE,PG 29 RAPE,,2017,3,9,tx
WOMAN IN THE MIRROR,"AVEDON, RICHARD",2006-09-12,REASON F,"PGS 47, 159, 165, 197, 199 & 209 SEXUALLY EXPLICIT IMAGES",,2006,9,12,tx
"WOMAN INSIDE ME, THE",LINNIE,2012-05-24,RAPE OF A CHILD PAGES 9 & 10,PAGES: 9 & 10 INDECENCY WITH A CHILD,,2012,5,24,tx
"WOMAN'S COMPLETE ILLUSTRATED GUIDE TO SEX, THE","QUILLIAM, SUSAN",2007-09-10,REASON F,"PGS 27, 32, 72 & 155 SEXUALLY EXPLICIT IMAGES",,2007,9,10,tx
WOMANHOOD THE BARE REALITY,"DODSWORTH, LAURA",2021-06-03,ENTIRE BOOK SEXUALLY EXPLICIT IMAGES,"PAGES 9, 18 & 24 CONTAIN SEXUALLY EXPLICIT IMAGES",,2021,6,3,tx
WOMEN,"ROYO, LUIS",2006-06-06,REASON F,"PGS 62, 63, 64 & 65 SEXUALLY EXPLICIT IMAGES",,2006,6,6,tx
WOMEN,"CHO, FRANK",2017-06-05,"LLUSTRATIONS CONTAINING NIPPLES AND AUREOLAS, INSIDE FRONT COVER, PA GES 20,25,26,46,54,ETC","PAGES 10, 24, 30, 40, 48 & 50 SEI",,2017,6,5,tx
WOMEN A PICTORIAL ARCHIVE NINETEENTH CENTURY SOURC,"HARTER, JIM",2014-05-14,"SEXUALLY EXPLICIT IMAGES ON PAGES 7, 14, 15, 31 & 89",PG 7 IMAGE OF A NUDE CHILD,,2014,5,14,tx
WOMEN BEFORE 10 A.M.,"PENN, SEAN",2007-09-17,REASON F,"PGS 24, 25 & 33 SEXUALLY EXPLICIT IMAGES",,2007,9,17,tx
WOMEN BOOK TWO,"CHO, FRANK",2017-12-27,"PAGES 60,61,66,67,68,68,73,77 SEXUALLY EXPLIXIT ILLUSTRATION AND IMA","PGS 60, 61, 66, 67, 68, 73 & 77 SEXUALLY EXPLICIT IMAGES",,2017,12,27,tx
WOMEN IN THE CLASSICAL WORLD,"FANTHAM, ELAINE",2021-06-28,"PAGES 92, 118, 119 SEXUALLY EXPLICIT IMAGES","PAGES 118, 119 SEXUALLY EXPLICIT IMAGES",,2021,6,28,tx
WOMEN LOVING WOMEN,"WAXMAN, JAMYE",2012-05-30,"PAGES: 48, 49, 89, 92, 104, 120, 126 SEXUALLY EXPLICIT IMAGES","PAGES: 48, 49, 89, 104, 120 & 126 SEXUALLY EXPLICIT IMAGES",,2012,5,30,tx
"WOMEN OF HONOR MADONNA'S, GODMOTHERS, AND","KAHN, MILKA",2017-10-31,AGE 69 CONTAINS INFORMATION HOW TO COMMUNICATE IN CODE,PG 69 CODE,,2017,10,31,tx
WOMEN OF THE SUN,NONE,2021-04-23,"PAGES 15, 22, 30 SEXUALLY EXPLICIT IMAGES","PAGES 15, 22 & 30 SEXUALLY EXPLICIT IMAGES",,2021,4,23,tx
WOMEN OF VISIONARY ART,"BROWN, DAVID",2019-05-05,"PAGES 45, 55, 56, 67 & 75 SEXUALLY EXPLICIT IMAGES","PGS 45, 55, 56, 67 & 75 SEXUALLY EXPLICIT IMAGES",,2019,5,5,tx
WOMEN OF WONDER,"FENNER, CATHY",2015-11-04,"AGES 31,59,77,AND 79 CONTAIN SEXUALLY EXPLICIT IMAGES","PGS 31, 59, 77 & 79 SEXUALLY EXPLICIT IMAGES",,2015,11,4,tx
WOMEN ON TOP,"FRIDAY, NANCY",2010-07-01,"PAGES: 205, 206, 211, 281 & 282 SEX MNR","PGS 205, 206, 211, 281 & 282 SEX W/MINOR",,2010,7,1,tx
WOMEN PORTRAITS 1960-2000,"WOOD, SUSAN",2020-11-05,PAGE 23 SEXUALLY EXPLICIT IMAGE,PAGE 23 SEXUALLY EXPLICIT IMAGES,,2020,11,5,tx
WOMEN WHO KILL VICIOUSLY,"JAMES, MIKE",2009-07-31,ETWEEN PGS. 114 AND 115 SEXUALLY EXPLICIT IMAGES,INSERT-PG. 5 (BETWEEN PAGES 114 115) SEI,,2009,7,31,tx
WOMEN'S ANATOMY OF AROUSAL SECRET MAPS TO BURIED P,"WINSTON, SHERI",2011-10-12,NTIRE BOOK CONTAINS SEXUALLY EXPLICIT IMAGES,"PGS 10, 15 & 19 CONTAIN SEXUALLY EXPLICIT IMAGES",,2011,10,12,tx
"WOMEN'S CHRONOLOGY, THE","TRAGER, JAMES",2021-11-18,PAGE 93 NUDE CHILD,PAGE 93 CONTAINS A PHOTO OF A NUDE CHILD,,2021,11,18,tx
WOMEN'S HEALTH AND WELLNESS,NONE,2022-03-01,"PAGES 7, 22, 54, 60, 70, 76 SEXUALLY EXPLICIT IMAGES",,,2022,3,1,tx
WOMEN'S HEALTH VAGINA UNIVERSITY,NONE,2021-06-04,PAGES 141-143 SEXUALLY EXPLICIT IMAGES,"PAGES 141, 142 & 143 CONTAIN SEXUALLY EXPLICIT IMAGES",,2021,6,4,tx
"WONDER DOWN UNDER, THE","DAHL, ELLEN",2019-05-21,"PGS 3, 36 & 90 SEXUALLY EXPLICIT IMAGES","PGS 3, 36 & 90 SEXUALLY EXPLICIT IMAGES",,2019,5,21,tx
WONDERLAND V5,"ESQUIVEL, ERIC",2015-02-19,PAGE 66 SEXUALLY EXPLICIT IMAGE,PG 66 SEXUALLY EXPLICIT IMAGE,,2015,2,19,tx
WONDERLAND 3 (MANGA),"ISHIKAWA, YUGO",2020-09-22,PAGE 117 SEXUALLY EXPLICIT IMAGES,PAGE 117 SEXUALLY EXPLICIT IMAGE,,2020,9,22,tx
WONDERLAND 5,"ISHIKAWA, YUGO",2021-07-29,"PAGES 122, 133, 146 SEXUALLY EXPLICIT IMAGES","PAGES 122, 133 & 146 CONTAIN SEXUALLY EXPLICIT IMAGES",,2021,7,29,tx
WONDERLAND 6,"ISHIKAWA, YUGO",2021-07-29,PAGE 34 SEXUALLY EXPLICIT IMAGES,PAGE 34 CONTAINS SEXUALLY EXPLICIT IMAGES,,2021,7,29,tx
WONDERS,"MOROTO, ESTEBAN",2003-01-08,PAGE: 40 BST,PG 40 BST,,2003,1,8,tx
"WOOD, THE","SMITH, GUY",2008-04-01,PAGES 32-34 RAPE,PGS 32-34 RAPE,,2008,4,1,tx
WOODCUTS OF WOMEN,"GILB, DAGOBERTO",2005-08-01,"REASON F: 28, 56, 78 & 112 SEX EXP IMG","PGS 28, 56, 78 & 112 SEXUALLY EXPLICIT IMAGES",,2005,8,1,tx
"WOODS ARE DARK, THE","LAYMON, RICHARD",2008-07-11,PAGES: 138-140 RAPE,PGS 138-140 RAPE,,2008,7,11,tx
WOODSTOCK,"BELL, DALE",2020-06-11,"PAGES 92, 150, 163 SEXUALLY EXPLICIT IMAGES",PAGES 92 & 150 SEXUALLY EXPLICIT IMAGES,,2020,6,11,tx
WOODSTOCK,"EVANS, MIKE",2009-08-20,"GS.41,186 & 280 SEI","PGS 41, 186 & 280 SEXUALLY EXPLICIT IMAGES",,2009,8,20,tx
"WOODSTOCK STORY BOOK, THE","SACKETT, LINANNE",2020-03-11,PAGE 102 NUDE CHILD,PAGE 102 NUDE CHILD,,2020,3,11,tx
WOODSTOCK 3 DAYS OF PEACE & MUSIC,"HAVERS, RICHARD",2010-02-16,AGE 247 CONTAINS A PHOTO OF A NUDE CHILD,PG 247 NUDE CHILD,,2010,2,16,tx
"WOODSTOCK,PEACE,MUSIC & MEMORIES","LITTLEPROUD, BRAD",2009-07-15,"REASON D PG 233 PHOTO OF NUDE CHILD,REASON F PGS 76,119,139,223&235 SE I",PAGE 233 NUDE CHILD,,2009,7,15,tx
WOODSTOCK: THE 1969 ROCK & ROLL REVOLUTION,"ASSANTE, ERNESTO",2019-03-19,PG 77 SEXUALLY EXPLICIT IMAGE,PG 77 SEXUALLY EXPLICIT IMAGE,,2019,3,19,tx
WORK,"PROTZMAN, FERDINAND",2011-02-16,CONTAINS S.E.I ON PAGE 120,PAGE: 120 SEI,,2011,2,16,tx
WORK FOR PLEASURE,MARIPYON,2014-09-05,"PGS 11, 12 & 13 CONTAIN SEXUALLY EXPLICIT IMAGES","PGS 11, 12 & 13 SEXUALLY EXPLCIIT IMAGES",,2014,9,5,tx
WORK THE WORLD IN PHOTOGRAPHS,NATIONAL GEOGRAPHIC,2010-03-31,PAGES 120 & 194 CONTAIN SEXUALLY EXPLICIT IMAGES,PAGE 120 NUDE CHILD,,2010,3,31,tx
WORKBOOK ON THE LAWS OF HUMAN NATURE,"GREENE, ROBERT",2022-08-30,ENTIRE BOOK CONTAINS DECEPTION & MANIPULATION TECHNIQUES,ENTIRE BOOK CONTAINS DECEPTION & MANIPULATION TECHNIQUES,,2022,8,30,tx
WORKERS,"SALGADO, SEBASTIAO",2013-06-26,AGE 242 CONTAINS SEXUALLY EXPLICIT IMAGES,PAGE 242 SEXUALLY EXPLICIT IMAGES,,2013,6,26,tx
WORKING FOR BIGFOOT,"BUTCHER, JIM",2015-10-14,AGE 173 CONTAINS A SEXUALLY EXPLICIT IMAGE,PG 173 SEXUALLY EXPLICIT IMAGE,,2015,10,14,tx
WORKING WITH THE TAROT,"BARTLETT, SARAH",2017-10-02,"PAGES 24,25,38,56,60,64,66,68,105,107,115,117,122,125 CONTAIN SEXUALLY EXPLICIT IMAGES","PGS 24, 25, 38, 56, 60 & 64 SEXUALLY EXPLICIT IMAGES",,2017,10,2,tx
WORLD ALMANAC BOOK OF THE UNITED STATES,HAMMOND,2013-05-24,"GS 211,213-215 SHOW DETAILED MAPS OF TEXAS",PAGES 211 & 213-215 DETAILED MAPS OF TEXAS,,2013,5,24,tx
WORLD ATLAS,NONE,2010-05-10,PAGES 130-131 CONTAINS MAP OF TEXAS,PGS 130 & 131 DETAILED MAPS OF TEXAS WHICH COULD FACILITATE AN ESCAPE,,2010,5,10,tx
WORLD ATLAS,"MACINTYRE, ANDREW",2017-07-20,PG 27 CONTAINS DETAILED MAP OF TEXAS THAT COULD FACILITATE AN ESCAPE,PG 27 DETAILED MAP OF TEXAS THAT COULD FACILITATE AN ESCAPE,,2017,7,20,tx
WORLD ATLAS COMPACT,DK,2015-12-17,PAGES 26 & 27 CONTAIN MAP OF TEXAS,PGS 26 & 27 DETAILED MAP OF TEXAS WHICH COULD FACILITATE AN ESCAPE,,2015,12,17,tx
WORLD ATLAS ESSENTIAL EDITION,NONE,2019-11-04,PAGES 62 & 63 DETAILED MAPS OF TEXAS,PGS 62 & 63 DETAILED MAPS OF TEXAS,,2019,11,4,tx
WORLD ATLAS ESSENTIAL 8TH EDITION,NONE,2013-12-20,AGES 48 & 49 CONTAIN A DESCRIPTIVE MAP OF TEXAS,PGS 48 & 49 DETAILED MAPS OF TEXAS WHICH COULD FACILITATE AN ESCAPE,,2013,12,20,tx
WORLD ATLAS EVERYTHING YOU NEED TO KNOW ABOUT,NONE,2014-05-09,"AGE 25 CONTAINS A DETAILED MAP OF TEXAS, INCLUDING MAJOR HIGHWAYS",PG 25 DETAILED MAP OF TEXAS WHICH COULD FACILITATE AN ESCAPE,,2014,5,9,tx
"WORLD ATLAS OF TATTOO, THE","FRIEDMAN, ANNA",2022-06-30,"PAGES 57, 77, 119, 135, 142, 143, 143, & 312 SEXUALLY EXPLICIT IMAGES",,,2022,6,30,tx
WORLD ATLAS REFERENCE 9TH EDITION,NONE,2014-05-12,"G.25 CONTAINS A DETAILED MAP OF TEXAS, INCLUDING MAJOR HIGHWAYS",PG 25 DETAILED MAP OF TEXAS WHICH COULD FACILITATE AN ESCAPE,,2014,5,12,tx
WORLD ATLAS 1964,RAND MCNALLY,2011-01-13,G 84 CONTAINS MAP OF SURROUNDING AREA,PG 84 CONTAINS DETAILED MAPS,,2011,1,13,tx
WORLD ATLAS 6TH EDITION,NONE,2015-11-03,AGES 26-27 CONTAINS MAJOR HIGHWAYS OF TEXAS,PGS 26 & 27 DETAILED MAPS OF TEXAS,,2015,11,3,tx
"WORLD BEYOND YOUR IMAGINATION, THE","AMANO, YOSHITAKA",2015-11-04,AGES 114 AND 118 CONTAIN SEXUALLY EXPLICIT PHOTOS,PGS 114 & 118 SEXUALLY EXPLICIT IMAGES,,2015,11,4,tx
WORLD ENCYCLOPEDIA OF RIFLES AND MACHINE GUNS,"FOWLER, WILL",2016-08-25,AGES 19 AND 38 CONTAIN A BREAKDOWN OF A WEAPON,PGS 19 & 38 BRK WPN,,2016,8,25,tx
WORLD ENCYCLOPEDIA OF SERIAL KILLERS V4 T-Z,"HALL, SUSAN",2022-01-13,PAGE 98 NECROPHILIA; PAGE 164 AGE & RAPE OF MINOR,PAGE 98 NECROPHELIA; PAGE 164 RAPE,,2022,1,13,tx
"WORLD MUST KNOW, THE","BERENBAUM, MICHAEL",2021-01-26,AGES 132 & 196 SEXUALLY EXPLICIT IMAGES,AGE 196 NUDE CHILD,,2021,1,26,tx
WORLD MYTHOLOGY LEGENDARY FIGURES AND MYSTICAL,NONE,2013-05-28,PAGE 71 NUDE CHILD,PAGE 71 PICTURE OF A NUDE CHILD,,2013,5,28,tx
WORLD OF FAERIE,"FROUD, BRIAN",2009-11-09,"AGES 39,51,53,69,77 SEXUALLY EXPLICIT IMAGES",PAGES 51 & 53 SEI,,2009,11,9,tx
WORLD OF FAERY: AN INSPIRATIONAL COLLECTION OF ART,"RICHE, DAVID",2012-06-26,PAGES: 23 & 60 SEXUALLY EXPLICIT IMAGES,PGS 23 & 60 SEXUALLY EXPLICIT IMAGES,,2012,6,26,tx
"WORLD OF POP ART, THE","FINLAY, JOHN",2019-04-15,PGS 53 & 54 SEXUALLY EXPLICIT IMAGES,PGS 53 & 54 SEXUALLY EXPLICIT IMAGES,,2019,4,15,tx
"WORLD OF RUBENS, THE","WEDGWOOD, C.V.",2020-03-24,"AGES 23, 50, 51, 91, 110, 112, 154 & 155 SEXUALLY EXPLICIT IMAGES",PAGE 155 NUDE CHILD,,2020,3,24,tx
"WORLD OF SHADOWS ILLUSTRATED, THE","METAL, HEAVY",2011-05-27,"AGE 8,18,39 CONTAIN SEXUALLY EXPLICIT IMAGES","PAGES: 8, 18 & 39 SEI",,2011,5,27,tx
WORLD OF WARCRAFT MONSTER GUIDE,NONE,2021-09-29,PAGE 213 SEXUALLY EXPLICIT IMAGE,PAGE 213 CONTAINS SEXUALLY EXPLICIT IMAGES,,2021,9,29,tx
WORLD OF WARCRAFT MORE MAGIC & MAYHEM,NONE,2021-09-29,FRONT COVER SEXUALLY EXPLICIT IMAGES,FRONT COVER CONTAINS SEXUALLY EXPLICIT IMAGES,,2021,9,29,tx
"WORLD SPLIT OPEN, THE","ROSEN, RUTH",2010-10-12,ONTAINS SEXUALLY EXPLICIT IMAGE BETWEEN PAGES 126 & 127,PAGE: 126 SEI,,2010,10,12,tx
WORLD WITHOUT END,"FOLLETT, KEN",2022-02-18,"PAGES 497, 498 & 1085 RAPE","PAGES 497, 498 & 1085 CONTAIN GRAPHIC DEPICTION OF RAPE",,2022,2,18,tx
WORLD WITHOUT END (H & P),"FOLLETT, KEN",2007-10-22,PAGES 408 & 887 CONTAIN RAPE,PGS 408 & 887 RAPE,,2007,10,22,tx
WORLD WITHOUT END (P),"FOLLETT, KEN",2011-02-18,AGES 414 & 898 CONTAIN RAPE,PAGES: 414 & 898 RAPE,,2011,2,18,tx
"WORLD'S BEST DIRTY JOKES, THE",MR. J.,2011-03-30,PGS 90 & 111 SEI,PAGES: 90 & 111 SEI,,2011,3,30,tx
WORLD'S BEST TATTOO MODELS,"BANFALVI, AKOS",2015-07-21,*PAGE 29 CONTAINS SEXUALLY EXPLICIT IMAGE,PG 29 SEXUALLY EXPLICIT IMAGE,,2015,7,21,tx
WORLD'S BEST TATTOO MODLES INKED BEAUTIES BY THE,"REMUS, TIMOTHY",2014-11-17,"PAGES 10,74 & 75 CONTAIN SEXUALLY EXPLICIT IMAGES",PAGES 12 & 13 CONTAIN SEXUALLY EXPLICIT IMAGES,,2014,11,17,tx
"WORLD'S ELITE FORCES, THE","WALTER, JOHN",2010-04-20,G. 83 CONTAIN BREAKDOWN OF WEAPONS.,PG 83 BRK WPN,,2010,4,20,tx
WORLD'S GREATEST FIRST LOVE V4,"MAKAMURA, SHUNGIKU",2019-02-27,PG 138 SEXUALLY EXPLICIT IMAGES,,,2019,2,27,tx
"WORLD'S GREATEST GUN BOOK, THE","LEE, JERRY",2015-10-01,"PAGES 42,43,62,64,77,109,112,118,167/168-171,184-193 CONTAIN THE BREAK DOWN OF A WEAPONEAPON","PGS 62, 64, 77, 112, 119, 167 & 181 CONTAIN BRK WPN",,2015,10,1,tx
WORLD'S GREATEST GUN BOOK: GUN DIGEST 2013,"LEE, JERRY",2015-04-02,"PGS 55, 225 AND 308 CONTAIN BREAKDOWN OF A WEAPON","PAGES 55, 224 & 308 BRK WPN",,2015,4,2,tx
"WORLD'S MOST EVIL PSYCHOPATHS,THE","MARLOWE, JOHN",2011-04-08,PAGE: 74 SEXUALLY EXPLICIT IMAGES,PAGE: 74 SEI,,2011,4,8,tx
"WORLD'S MOST INFLUENTIAL PAINTERS, THE","GARIFF, DAVID",2011-07-07,PAGES 46 & 49 CONTAIN NUDE CHILDREN,PAGES: 46 & 49 NUD CHL,,2011,7,7,tx
WORLD'S WORST CRIMES: AN A-Z OF EVIL DEEDS,"GREIG, CHARLOTTE",2010-06-04,PG. 177 CONTAINS INFORMATION ON HOW TO MAKE A BOMB.,PG 177 MFG EXP,,2010,6,4,tx
WORLD'S WORST PRISONS,"FARRINGTON, KAREN",2021-09-02,PAGES 67-77 STG RELATED MATERIAL,"PAGES 67, 69, 70, 71, 74 & 77 CONTAIN SECURITY THREAT GROUP RELATED M ATERIAL",,2021,9,2,tx
WORLD'S 20 WORST CRIMES,"KRAY, KATE",2007-12-20,PAGE: 62 SEX MNR,PG 62 SEX W/MINOR,,2007,12,20,tx
WORLDS BEST JOKES & HUMOR,"ROYDHOUSE, OLIVER",2005-10-04,REASON F,PGS 14 & 108 SEXUALLY EXPLICIT IMAGES,,2005,10,4,tx
WORLDS END HAREM V1,"SHONO, KOTARO",2018-05-02,"GS 2,3,64,79,82,83,84,91,93,96,103,113,114,128,129,131,132,134, SEXUA LLY EXPLICITY","PGS 2, 3, 64, 79 & 82 CONTAIN SEXUALLY EXPLICIT IMAGES",,2018,5,2,tx
WORLDS END HAREM V4,"SHONO, KOTARO",2019-03-19,"PAGES 3, 4 & 5 SEXUALLY EXPLICIT IMAGES","PGS 3, 4 & 5 SEXUALLY EXPLICIT IMAGES",,2019,3,19,tx
WORLDS END HAREM 2,"SHONO, KOTARO",2018-12-06,"PGS 4, 5, 26, 40 & 41 SEXUALLY EXPLICIT IMAGES","PGS 4, 5, 26, 40 & 41 SEXUALLY EXPLICIT IMAGES",,2018,12,6,tx
"WORST CASE SCENARIO SURVIVAL HANDBOOK, THE","PIVEN, JOSHUA",2018-11-16,PAGES 20-23 HOW TO BREAK A DOOR; PG 27 HOW TO PICK A LOCK; PG 66-72 O,PGS 66-72 OFF/DEF FIGHTING TECHNIQUES,,2018,11,16,tx
"WORST DUDES, THE","SITTERSON, AUBREY",2022-07-20,PGS 29 & 81 SEXUALLY EXPLICIT IMAGES,,,2022,7,20,tx
"WORST OF WHILE YOU WERE SLEEPING, THE",NONE,2021-09-09,"PAGE 1, 26 SEXUALLY EXPLICIT IMAGES",PAGES 1 & 26 SEXUALLY EXPLICIT IMAGES,,2021,9,9,tx
WOTANS HOLY RITES RITUAL,"MCVAN, RON",2015-09-24,G.153 CONTAIN SEXUALLY EXPLICIT IMAGES,PG 153 SEXUALLY EXPLICIT IMAGE,,2015,9,24,tx
WOUNDED,"BURGESS, BEN",2020-08-17,AGES 5 & 6 RAPE OF MINOR; PAGE 3 AGE,PAGES 5 & 6 RAPE OF MINOR (AGE PG. 3),,2020,8,17,tx
WRAITH,"HILL, JOE",2014-12-26,PAGE 157 SEXUALLY EXPLICIT IMAGE,PGS 157 SEXUALLY EXPLICIT IMAGES,,2014,12,26,tx
